,id,name,description,comics,series,stories,events
1501,1010853,White Tiger (Angela Del Toro),"Federal agent Angela Del Toro is the heir to a heroic legacy that began with the Jade Tiger, a long-lost enchanted statue from the fabled kingdom of K'un-Lun, and had been last held by her uncle, Hector Ayala, who fought alongside such heroes as Daredevil and Spider-Man.",51,12,54,5
1502,1016838,White Tiger (USM),"White Tiger takes everything very seriously. A constant overachiever, she wants to be better and wants the group to be better. With less flashy powers, she feels like she has to work the hardest. 
 
A skilled acrobatic fighter with feline senses and claws. Ava wears a small Tiger amulet on her belt that gives her supernatural powers.

In the field, sheâ€™s constantly frustrated with Spider-Man and his irreverent attitude. But the longer the two fight side by side, the more they will understand one another.",0,0,0,0
1503,1011425,Whizzer (Stanley Stewart),Stanley Stewart is a native of the alternate Earth (Earth-S) on which the organization of the superhuman champions known as the Squadron Supreme arose.,2,1,2,0
1504,1009714,Wiccan,"Believing himself to be one of the Scarlet Witch's twin boys, Billy Kaplan also has reality-altering powers and is a member of the Young Avengers.",74,35,74,4
1505,1009715,Wild Child,"Kyle Gibney's mutant powers emerged at an early age and left him with a freakish appearance, horrifying his parents, who kicked him out of the house, where he was eventually found and experimented upon by the Secret Empire and, later, Department H, who dubbed Gibney Wild Child and placed him with Gamma Flight, the entry-level team whose recruits can eventually graduate to Alpha Flight.",49,17,48,1
1506,1010994,Wild Child (Age of Apocalypse),"Kyle Gibney was one of the original volunteers for Beta Flight, Canada's attempt at building a super soldier program to secure their borders against the onslaught of Apocalypse and his Infinite soldiers.",8,3,7,1
1507,1011067,Wild Pack,,8,4,7,0
1508,1009716,Wildside,,19,6,19,0
1509,1009633,William Stryker,"William Stryker became convinced that Satan had a plot to corrupt humankind by taking over their souls while still in the womb, resulting in their mutations.",11,5,15,0
1510,1010680,Wilson Fisk,,0,0,0,0
1511,1011009,Wind Dancer,"Given the codename Wind Dancer, Sofia Mantega stepped up to lead the New Mutants.",15,2,30,1
1512,1010740,Winter Soldier,,216,106,233,11
1513,1011043,Wither,"When his genetic mutation manifested, Kevin Ford accidentally killed his father with his lethal and uncontrollable touch, after which he was recruited as a student at the Xavier Institute.",10,2,15,0
1514,1011290,Wolf Cub,Nicholas Gleason enrolled at the Xavier Institute after being saved from a pair of mutant-haters by X-Men members Cyclops and Chamber.,0,0,0,0
1515,1011281,Wolfpack,,14,4,14,0
1516,1009717,Wolfsbane,"Rahne Sinclair was an orphan in Scotland, raised by Reverend Craig, who, when her powers manifested, attempted to perform an exorcism to cast out what he perceived was the devil, after which Rahne was rescued by Doctor Moira MacTaggert who legally adopted her, and was introduced to Charles Xavier and enrolled as part of his New Mutants training team.",137,36,164,6
1517,1010995,Wolfsbane (Age of Apocalypse),"An only child, Rahne Sinclair's mutant powers emerged during the culling of Scotland by the Apocalypse's Horseman Mikhail when her parents attempted to hide her, but failed, and Rahne was discovered by Mikhail's hounds and brought before him alongside her parents whom Mikhail made Rahne beg for their lives, making her pledge allegiance to Apocalypse.",1,1,1,0
1518,1010729,Wolver-dok,,0,0,0,0
1519,1009718,Wolverine,"Born with super-human senses and the power to heal from almost any wound, Wolverine was captured by a secret Canadian organization and given an unbreakable skeleton and claws. Treated like an animal, it took years for him to control himself. Now, he's a premiere member of both the X-Men and the Avengers.",2590,702,3602,42
1520,1017297,Wolverine (LEGO Marvel Super Heroes),,0,0,0,0
1521,1017325,Wolverine (Marvel War of Heroes),,0,0,0,0
1522,1011006,Wolverine (Ultimate),"Decades after participating in military airdrops with Captain America during WWII, James Howlett was abducted and experimented upon by a covert government unit, who bonded unbreakable adamantium to his skeleton, implanted three claws in each arm, dubbed him Weapon X and supposedly programmed him to kill any human he came into contact with.",98,26,144,0
1523,1017479,Wolverine (X-Men: Battle of the Atom),,0,0,0,0
1524,1009719,Wonder Man,"Simon Williams agreed to undergo an experiment to give him superhuman powers, and Baron Zemo gave him the costumed guise of Wonder Man, warning Simon that he would die without further treatments from Zemo in order to ensure his loyalty, but Simon betrayed Zemo to the Avengers and ultimately joined their ranks.",260,92,314,8
1525,1009720,Wong,"When Wong reached adulthood, the Ancient One sent him to the United States to his disciple, Doctor Stephen Strange, where has served Strange loyally and well for many years.",102,34,111,3
1526,1015005,Wong (Ultimate),,3,2,2,0
1527,1010737,Wraith,,14,8,16,2
1528,1010884,Wrecker,"Dirk Garthwaite, the son of a construction worker and abusive father and husband, grew up filled with resentment and anger toward his father, who abandoned the family, and quickly turned to crime, in which he used a crowbar as a reminder of his father, destroying each place he robbed.",12,9,14,1
1529,1010883,Wrecking Crew,,15,10,16,1
1530,1009722,X-23,"A clone of the mutant Wolverine, X-23 was trained as a living weapon by a secretive government agency.  Now residing with the X-Men, she strives to recover her stolen youth and become a fully realized person.",239,64,254,5
1531,1010804,X-51,,0,0,0,0
1532,1011418,X-Babies,,14,6,14,0
1533,1009723,X-Cutioner,,4,4,5,0
1534,1010738,X-Factor,,215,43,271,10
1535,1010739,X-Factor Investigations,,14,1,27,0
1536,1009724,X-Force,,338,49,549,8
1537,1009725,X-Man,"A clone of Nathan Summers (Cable), Nate Grey was created in the ""Age of Apocalypse"" timeline by that timeline's Mr. Sinister for the sole purpose of destroying Apocalypse.",110,31,184,5
1538,1009726,X-Men,"Feared and hated by humans because they're different, the X-Men are heroic mutants, individuals born with special powers who've sworn to use their gifts to protect mutants as well as humans.",3736,931,5415,42
1539,1011109,X-Men (Ultimate),,186,27,309,0
1540,1010875,X-Ray (James Darnell),"James Darnell, along with his sister, was among the small group led by engineer Simon Utrecht to simulate the crash that gave the Fantastic Four their powers, and has remained with the U-Foes ever since.",0,0,0,0
1541,1010806,X-Statix,,46,10,55,1
1542,1009732,X.S.E.,,0,0,0,0
1543,1011094,Xavin,,2,2,2,0
1544,1009734,Xorn (Kuan-Yin Xorn),"Xorn, whose mutation manifested as a tiny, powerful star inside his head, was brainwashed into believing he was the reincarnation of Magneto.",22,11,27,1
1545,1009736,Yellow Claw,"The Yellow Claw is Plan Tzu, the 19th Century descendant of and rightful successor to the legendary warlord Temujin, a.k.a. Genghis Khan.",26,11,31,0
1546,1009737,Yellowjacket (Hank Pym),"After brilliant scientist Henry Pym discovered a process in which he could manipulate a newly discovered group of subatomic particles through magnetic fields, he tested the serums on himself and accidentally shrunk himself to the size of an ant.",89,24,91,6
1547,1010996,Yellowjacket (Rita DeMara),"Rita DeMara, hoping to show off her talent of engineering, stole a copy of the Yellowjacket costume from the Avengers Mansion.",9,4,9,1
1548,1011542,Yondu,"Yondu Udonta was a game hunter of the primitive Zatoan tribe, which were humanoid beings who were native to Centauri IV.",48,11,70,1
1549,1010698,Young Avengers,,78,25,81,4
1550,1011277,Young X-Men,,18,2,26,0
1551,1009738,Zaladane,,15,11,11,1
1552,1010841,Zaran,,19,4,30,1
1553,1010716,Zarda,,3,3,2,0
1554,1011163,Zarek,"Zarek is a member of the Kree race with no superhuman abilities or specialized weaponry, but as a blue Kree, he has enhanced strength, stamina and durability.",0,0,0,0
1555,1009739,Zeigeist,,0,0,0,0
1556,1010780,Zemo,,15,9,12,1
1557,1011515,Zeus,"Zeus ruled a peaceful Olympus for centuries while he and his siblings populated the realm through interbreeding with humans, extradimensionals, Titans, and whatever else caught their fancy.",36,13,43,0
1558,1011127,Zodiak,"Twelve demons merged with Norman Harrison, who, soon after, adopted the guise of Zodiac and used his abilities to harness powers based on the astrological Zodiac.",1,1,1,0
1559,1009741,Zombie (Simon Garth),"War hero Simon Garth was turned into a zombie by his secretary, Layla, who was also a voodoo priestess, after being killed by his gardener, Gyps.",1,1,1,0
1560,1011183,Zuras,Zuras was once the leader of the Eternals.,3,3,3,0
1561,1009742,Zzzax,"A chain reaction in an atomic reactor, a result of a terrorist attack, accidentally created a force that absorbed the electrolytes of the nearby humans' brains, granting the explosion of energy a rudimentary sentience.  ",5,4,6,0
